date,count
2017-06-09,392246
2017-06-10,366055
2017-06-11,268828
2017-06-12,328649
2017-06-13,356673
2017-06-14,374448
2017-06-15,379860
2017-06-16,385598
2017-06-17,343261
2017-06-18,265975
2017-06-19,324710
2017-06-20,342579
2017-06-21,353243
2017-06-22,369407
2017-06-23,386504
2017-06-24,347519
2017-06-25,226264
2017-06-26,303330
2017-06-27,343615
2017-06-28,341179
2017-06-29,341165
2017-06-30,336694
2017-07-01,259938
2017-07-02,203652
2017-07-03,216865
2017-07-04,203606
2017-07-05,265992
2017-07-06,304034
2017-07-07,336617
2017-07-08,291163
2017-07-09,229062
2017-07-10,290689
2017-07-11,323628
2017-07-12,342675
2017-07-13,354548
2017-07-14,347020
2017-07-15,306367
2017-07-16,243483
2017-07-17,300446
2017-07-18,328615
2017-07-19,347093
2017-07-20,354933
2017-07-21,356409
2017-07-22,310413
2017-07-23,233154
2017-07-24,289823
2017-07-25,312412
2017-07-26,327647
2017-07-27,343227
2017-07-28,352274
2017-07-29,297285
2017-07-30,237705
2017-07-31,280121
2017-08-01,312368
2017-08-02,328082
2017-08-03,343118
2017-08-04,337769
2017-08-05,285990
2017-08-06,224125
2017-08-07,283988
2017-08-08,301343
2017-08-09,313842
2017-08-10,333873
2017-08-11,325929
2017-08-12,276940
2017-08-13,216524
2017-08-14,257580
2017-08-15,294430
2017-08-16,305926
2017-08-17,317960
2017-08-18,322307
2017-08-19,294095
2017-08-20,226783
2017-08-21,264684
2017-08-22,305311
2017-08-23,305182
2017-08-24,309522
2017-08-25,306964
2017-08-26,285005
2017-08-27,214578
2017-08-28,249213
2017-08-29,298821
2017-08-30,289291
2017-08-31,300907
2017-09-01,285795
2017-09-02,258393
2017-09-03,215116
2017-09-04,210221
2017-09-05,298898
2017-09-06,341102
2017-09-07,361245
2017-09-08,381266
2017-09-09,350687
2017-09-10,265943
2017-09-11,310912
2017-09-12,340225
2017-09-13,345191
2017-09-14,368427
2017-09-15,379005
2017-09-16,364109
2017-09-17,261848
2017-09-18,282662
2017-09-19,299682
2017-09-20,306900
2017-09-21,312632
2017-09-22,356393
2017-09-23,350530
2017-09-24,259416
2017-09-25,305773
2017-09-26,321699
2017-09-27,350858
2017-09-28,360329
2017-09-29,368147
2017-09-30,353709
2017-10-01,252903
2017-10-02,291251
2017-10-03,325783
2017-10-04,333163
2017-10-05,364327
2017-10-06,377200
2017-10-07,355122
2017-10-08,260523
2017-10-09,272665
2017-10-10,332569
2017-10-11,347437
2017-10-12,372364
2017-10-13,381676
2017-10-14,366752
2017-10-15,268687
2017-10-16,326812
2017-10-17,338295
2017-10-18,347333
2017-10-19,358965
2017-10-20,381163
2017-10-21,363096
2017-10-22,263830
2017-10-23,308730
2017-10-24,334345
2017-10-25,351814
2017-10-26,377106
2017-10-27,396719
2017-10-28,392750
2017-10-29,265896
2017-10-30,315572
2017-10-31,328072
2017-11-01,337741
2017-11-02,362677
2017-11-03,395862
2017-11-04,388337
2017-11-05,277561
2017-11-06,315720
2017-11-07,344942
2017-11-08,351402
2017-11-09,367965
2017-11-10,394089
2017-11-11,356557
2017-11-12,282262
2017-11-13,318662
2017-11-14,341053
2017-11-15,354888
2017-11-16,374098
2017-11-17,389649
2017-11-18,368608
2017-11-19,282145
2017-11-20,315178
2017-11-21,324078
2017-11-22,310071
2017-11-23,190914
2017-11-24,246481
2017-11-25,288466
2017-11-26,253441
2017-11-27,294812
2017-11-28,321192
2017-11-29,333573
2017-11-30,366008
2017-12-01,393367
2017-12-02,377491
2017-12-03,277994
2017-12-04,320761
2017-12-05,352915
2017-12-06,370940
2017-12-07,381375
2017-12-08,391166
2017-12-09,376091
2017-12-10,291859
2017-12-11,328305
2017-12-12,354824
2017-12-13,378944
2017-12-14,386045
2017-12-15,386990
2017-12-16,392135
2017-12-17,290916
2017-12-18,324845
2017-12-19,346778
2017-12-20,366263
2017-12-21,364220
2017-12-22,328810
2017-12-23,264360
2017-12-24,214968
2017-12-25,157005
2017-12-26,238030
2017-12-27,271842
2017-12-28,294262
2017-12-29,300585
2017-12-30,256460
2017-12-31,220787
