DOLocationID,median
100,7.598173515981736
161,7.967999999999999
164,8.112676056338028
186,8.23728813559322
230,8.372093023255815
163,8.444444444444443
144,8.564850345356868
162,8.676258992805755
170,8.732083792723264
148,8.765217391304349
