,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,longitude,latitude
58,59,0.0377948070893,6.28765230648e-05,Crotona Park,59,Bronx,1013605.5687403679,244940.78274916857
59,60,0.0786482878226,0.000161833284912,Crotona Park East,60,Bronx,1016080.1601784527,242176.67006775737
60,61,0.117310808097,0.000510772092295,Crown Heights North,61,Brooklyn,1000222.6627069786,184828.37122374773
61,62,0.0822593359838,0.000158238169004,Crown Heights South,62,Brooklyn,999331.4872103035,182388.02372719347
62,63,0.119100721883,0.000353190910142,Cypress Hills,63,Brooklyn,1016826.8859302923,188756.67374268174
63,64,0.18445188474,0.00105790284614,Douglaston,64,Queens,1057282.2418502048,216509.56046798825
64,65,0.0446070683658,8.1803882541e-05,Downtown Brooklyn/MetroTech,65,Brooklyn,988326.2500469983,192611.65769966692
65,66,0.0546334593634,0.000108378855948,DUMBO/Vinegar Hill,66,Brooklyn,987785.0482518375,194926.5218687281
66,67,0.0997470781551,0.000394282272487,Dyker Heights,67,Brooklyn,980809.4273823127,164582.08030555397
67,68,0.0493373795569,0.000111073378655,East Chelsea,68,Manhattan,984272.4026948363,211950.4718607962
68,69,0.0789896450483,0.00019905160381,East Concourse/Concourse Village,69,Bronx,1007449.5517144278,241900.5357011035
69,70,0.0638403183367,0.000195458476728,East Elmhurst,70,Queens,1021524.9869844094,217720.65351986885
70,71,0.0931694551828,0.000382572587364,East Flatbush/Farragut,71,Brooklyn,1001712.5794867203,173977.42904432118
71,72,0.0952020695166,0.000323532461947,East Flatbush/Remsen Village,72,Brooklyn,1006383.211328052,177064.4731035158
72,73,0.0853020209129,0.000291799754395,East Flushing,73,Queens,1037525.0330266729,213953.80104108155
73,74,0.11029093625,0.000295038418204,East Harlem North,74,Manhattan,1001578.9625301883,232789.87355139852
74,75,0.0876638997685,0.00024056392715,East Harlem South,75,Manhattan,999364.8546047434,227274.37442845106
75,76,0.241203016269,0.00126660143241,East New York,76,Brooklyn,1016832.0090035349,179326.00280819088
76,77,0.075461081444,0.000191917981315,East New York/Pennsylvania Avenue,77,Brooklyn,1014025.6828299686,182353.1060155928
77,78,0.0935944495806,0.000191114419551,East Tremont,78,Bronx,1016891.4166770279,247542.71904105693
78,79,0.0426249113144,0.000107893068218,East Village,79,Manhattan,988320.1247160882,204490.05825140327
79,80,0.117212621448,0.00040732245622,East Williamsburg,80,Brooklyn,1001683.7177851498,199576.19075775892
80,81,0.197592771731,0.00039956655019,Eastchester,81,Bronx,1033107.8584232479,258985.46512310207
81,82,0.119875649697,0.000323601079994,Elmhurst,82,Queens,1018027.4389563799,208346.48314581066
82,83,0.105984933269,0.000217463718718,Elmhurst/Maspeth,83,Queens,1013658.806891419,208955.91327610612
83,84,0.233623987032,0.00207375572052,Eltingville/Annadale/Prince's Bay,84,Staten Island,931305.7178159356,133164.81114380807
84,85,0.0574751473562,0.000143637804933,Erasmus,85,Brooklyn,997511.879269056,175002.78258350492
85,86,0.134245282582,0.000623278815249,Far Rockaway,86,Queens,1052031.9767923802,158903.83090210706
86,87,0.0369015496117,6.72050210692e-05,Financial District North,87,Manhattan,982242.974968791,196731.4230733812
87,88,0.0352046035327,5.72999455414e-05,Financial District South,88,Manhattan,981197.0880634859,195500.41184596717
88,89,0.122794569553,0.000447548142373,Flatbush/Ditmas Park,89,Brooklyn,995169.6366195902,172740.8532719612
89,90,0.0307591620819,5.53132476305e-05,Flatiron,90,Manhattan,985089.2371349186,209710.3500173986
90,91,0.124996624585,0.000537330013243,Flatlands,91,Brooklyn,1003095.4688080326,168063.98622062057
91,92,0.117830066799,0.000374946617289,Flushing,92,Queens,1032064.3198863938,217800.7782065794
92,93,0.170998027597,0.000594278183978,Flushing Meadows-Corona Park,93,Queens,1028817.6933107525,208627.91294575483
93,94,0.0498326083147,6.25819407393e-05,Fordham South,94,Bronx,1012365.3366813287,252006.77483747154
94,95,0.113629605476,0.00057277033803,Forest Hills,95,Queens,1026961.2126134783,202611.51955620944
95,96,0.185180248095,0.000547566253402,Forest Park/Highland Park,96,Queens,1020467.8857550025,192795.8017474413
96,97,0.0624760147423,0.000163303970435,Fort Greene,97,Brooklyn,990851.6074574366,190708.9845244214
97,98,0.121661018278,0.000485773020954,Fresh Meadows,98,Queens,1046164.0458179712,206796.81333024055
98,99,0.1833714893,0.00121016463877,Freshkills Park,99,Staten Island,931918.3889039084,150431.35073138773
99,100,0.0248131090342,3.74700210291e-05,Garment District,100,Manhattan,987355.5581878424,213800.92342624813
100,101,0.101709836277,0.000452342528877,Glen Oaks,101,Queens,1063366.0952636376,210296.72837102413
101,102,0.136900484646,0.000296595466345,Glendale,102,Queens,1018557.138387084,195300.11663433164
102,103,0.0143055167343,6.33056361314e-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,971731.1907281354,190599.4951690063
102,103,0.0143055167343,6.33056361314e-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,972966.5246161595,193824.07318639755
102,103,0.0143055167343,6.33056361314e-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,978928.196716316,189983.2825927958
103,104,0.0212208330928,1.19205339715e-05,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,971731.1907281354,190599.4951690063
103,104,0.0212208330928,1.19205339715e-05,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,972966.5246161595,193824.07318639755
103,104,0.0212208330928,1.19205339715e-05,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,978928.196716316,189983.2825927958
104,105,0.0774253398314,0.000368636392805,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,971731.1907281354,190599.4951690063
104,105,0.0774253398314,0.000368636392805,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,972966.5246161595,193824.07318639755
104,105,0.0774253398314,0.000368636392805,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,978928.196716316,189983.2825927958
105,106,0.0492110119798,0.000113616826567,Gowanus,106,Brooklyn,986971.64178323,184562.60907773674
106,107,0.0380413645908,7.46112192675e-05,Gramercy,107,Manhattan,988679.6963324919,207908.94931644946
107,108,0.11117141227,0.000352866009465,Gravesend,108,Brooklyn,989022.4374215081,153835.35155175626
108,109,0.178267819599,0.00116960076185,Great Kills,109,Staten Island,942358.9483741447,139362.98982597888
109,110,0.103946292913,0.000525745098785,Great Kills Park,110,Staten Island,948949.5301525518,137238.92402118444
110,111,0.0599308800658,0.000208683276503,Green-Wood Cemetery,111,Brooklyn,986687.0441812351,176779.19807439297
111,112,0.107267875765,0.000462068671429,Greenpoint,112,Brooklyn,998612.7163656354,204798.78037308156
112,113,0.032745350566,5.79634566998e-05,Greenwich Village North,113,Manhattan,985644.7003459781,206046.02031819522
113,114,0.0317270347711,4.70207704945e-05,Greenwich Village South,114,Manhattan,985030.8465667516,204700.76541166753
114,115,0.116169413964,0.000373168991958,Grymes Hill/Clifton,115,Staten Island,960007.5323238969,165214.98444367945
115,116,0.0681164844265,0.000260415337217,Hamilton Heights,116,Manhattan,998337.1860877573,240814.01901904494
116,117,0.169885857987,0.00090429427072,Hammels/Arverne,117,Queens,1042513.1214108765,156515.3435113877
117,118,0.243966217692,0.00182693922711,Heartland Village/Todt Hill,118,Staten Island,948082.5080664009,152680.45930837095
118,119,0.0835070355744,0.000185779447534,Highbridge,119,Bronx,1005032.1178422794,244144.2377127707
119,120,0.0832612702158,9.31462821313e-05,Highbridge Park,120,Manhattan,1003283.0898432955,247501.34001841396
120,121,0.0969153373445,0.000384563286473,Hillcrest/Pomonok,121,Queens,1038919.7561039403,204343.73096416146
121,122,0.0665318439446,0.000226597104976,Hollis,122,Queens,1050455.349456422,198387.26288376004
122,123,0.0834211389387,0.000296445173366,Homecrest,123,Brooklyn,994098.5266436189,157848.64940701425
123,124,0.127724410062,0.000754837821479,Howard Beach,124,Queens,1027319.5830255747,179611.4314300567
124,125,0.0497322121757,7.64293209892e-05,Hudson Sq,125,Manhattan,981845.1067183092,203584.37323391438
125,126,0.12994872606,0.0007032738273,Hunts Point,126,Bronx,1015921.1937475875,235831.51903872192
126,127,0.0600188855815,0.000163195647796,Inwood,127,Manhattan,1006493.4375052601,254234.21955418587
127,128,0.0702090290681,0.000207405982869,Inwood Hill Park,128,Manhattan,1005856.873832725,257290.34610895067
128,129,0.0932727273403,0.00047398833179,Jackson Heights,129,Queens,1016211.11634247,215885.7953383252
129,130,0.142028320665,0.000468322514327,Jamaica,130,Queens,1041804.579817377,195570.95775838196
130,131,0.116547120922,0.000423696152789,Jamaica Estates,131,Queens,1047180.3642848358,201829.70979908854
131,132,0.24547851707,0.00203830095472,JFK Airport,132,Queens,1042627.9050006717,173494.35350828618
132,133,0.065134863162,0.000157188987507,Kensington,133,Brooklyn,990301.8627358973,172228.21664503217
133,134,0.0695878223284,0.000202375182143,Kew Gardens,134,Queens,1031449.6893845126,197517.71479068696
134,135,0.121793045659,0.000467912240542,Kew Gardens Hills,135,Queens,1033911.22637669,205111.13528119028
135,136,0.0906287154122,0.000148524994129,Kingsbridge Heights,136,Bronx,1010417.0634120256,254566.6320175454
136,137,0.0461076242707,0.000116455098947,Kips Bay,137,Manhattan,990575.7811604813,209001.82413341105
137,138,0.107466933508,0.000536797294367,LaGuardia Airport,138,Queens,1019304.0234406143,221604.3957970068
138,139,0.0932997884483,0.000446669880154,Laurelton,139,Queens,1055325.1870049313,186340.13364932686
139,140,0.0475842911325,0.000114203907779,Lenox Hill East,140,Manhattan,996790.7553405538,218101.17128329724
140,141,0.0415144638712,7.66545579019e-05,Lenox Hill West,141,Manhattan,995431.2482496426,218700.46136048436
141,142,0.0381758942321,7.56537920738e-05,Lincoln Square East,142,Manhattan,989365.5664550513,221142.05837448686
142,143,0.0541798538849,0.00015109426901,Lincoln Square West,143,Manhattan,987446.8210226893,221916.58787427843
143,144,0.0276201668505,4.74789670369e-05,Little Italy/NoLiTa,144,Manhattan,985013.9896795377,201895.0116488263
144,145,0.114313844981,0.000346641733797,Long Island City/Hunters Point,145,Queens,998207.5729700327,211280.68797786534
145,146,0.0471405215717,0.000104638923425,Long Island City/Queens Plaza,146,Queens,1002506.8692271262,214131.08408766985
146,147,0.0587654949268,0.000106418172757,Longwood,147,Bronx,1012302.8547672406,237700.51971968263
147,148,0.0391305015633,6.97489921327e-05,Lower East Side,148,Manhattan,986837.8532487378,201264.70001680404
148,149,0.0836805821837,0.000270639618955,Madison,149,Brooklyn,999125.6440425813,160182.33381614834
149,150,0.089331491183,0.000332568036088,Manhattan Beach,150,Brooklyn,999477.5987277701,150760.10248354077
150,151,0.0548899410999,0.000128848901918,Manhattan Valley,151,Manhattan,993048.4487458915,229960.16288470477
151,152,0.0579094768782,0.000146637644064,Manhattanville,152,Manhattan,996966.835868597,237124.58408402652
152,153,0.024737239022,3.24684964817e-05,Marble Hill,153,Manhattan,1008800.5269545466,258294.51483923942
