DOLocationID,median
44,37.75052854122622
204,34.964936886395506
5,32.0203714799281
99,31.723095525997582
23,30.76895306859206
84,30.313375796178345
187,28.894977168949772
156,28.857692307692307
64,28.81695114773396
251,28.814589665653497
