date,mean_percent,median_percent,max_amount,count
2017-01-01,18.88324460861267,20.0,300.0,155251
2017-01-02,18.95607935485755,19.999999999999996,89.0,130632
2017-01-03,18.855282256036958,19.973890339425587,125.0,171144
2017-01-04,18.847881819544057,19.969146383270488,100.0,184331
2017-01-05,18.92257836372958,19.999999999999996,115.0,213203
2017-01-06,18.838055049730848,19.96904024767802,100.0,224325
2017-01-07,19.12464105576933,20.0,260.0,194779
2017-01-08,18.861465057264983,19.999999999999996,393.94,190422
2017-01-09,18.90220636918484,19.969512195121947,81.0,202646
2017-01-10,19.084600124672786,19.999999999999996,280.0,209411
2017-01-11,19.036347348790397,19.999999999999996,223.2,218654
2017-01-12,19.013939967523015,19.9825479930192,322.0,224945
2017-01-13,18.641881701834595,19.96197718631178,333.0,233783
2017-01-14,18.85917085480569,19.969146383270488,201.0,220422
2017-01-15,18.835509184506726,19.969146383270488,366.0,200887
2017-01-16,19.203605803149355,20.0,280.0,173644
2017-01-17,19.11102822571347,19.999999999999996,220.0,224832
2017-01-18,19.055764655240072,19.999999999999996,97.0,225174
2017-01-19,18.9815976763993,19.98106060606061,371.0,229708
2017-01-20,18.75799727525277,19.96527777777778,222.64,232624
2017-01-21,18.67894976715912,19.95708154506438,201.1,215193
2017-01-22,18.71093324742575,19.960474308300395,88.76,195702
2017-01-23,19.00890314055272,19.999999999999996,150.0,199489
2017-01-24,19.051756945747634,19.999999999999996,288.8,222596
2017-01-25,18.998916444418782,19.999999999999996,999.99,225283
2017-01-26,18.948787626425727,19.982847341337905,91.0,240087
2017-01-27,18.768239786227607,19.961240310077525,999.99,248904
2017-01-28,18.62679304235844,19.95614035087719,333.0,243144
2017-01-29,18.654285285955886,19.95798319327731,100.0,203875
2017-01-30,19.00280068726459,19.999999999999996,100.0,198640
2017-01-31,19.07938450555062,19.999999999999996,100.07,220981
2017-02-01,19.036004449989733,19.999999999999996,150.0,232217
2017-02-02,18.971543914268096,19.999999999999996,364.15,250022
2017-02-03,18.808692868572795,19.96197718631178,200.0,258936
2017-02-04,18.68381286081759,19.953656024716786,270.0,243758
2017-02-05,18.604697697618903,19.95708154506438,222.5,208540
2017-02-06,18.93103299252266,19.98106060606061,200.0,197688
2017-02-07,19.050909794193515,19.999999999999996,185.0,228703
2017-02-08,18.99255645139138,19.999999999999996,223.0,232181
2017-02-09,19.735825354877115,20.0,462.24,138459
2017-02-10,18.584243290579426,19.961240310077525,275.0,244798
2017-02-11,18.45101516144124,19.953051643192488,444.0,248197
2017-02-12,18.63956802551669,19.961977186311785,100.0,217543
2017-02-13,18.873086214789843,19.969146383270488,252.0,217585
2017-02-14,18.797444805347503,19.966442953020135,222.0,237833
2017-02-15,18.890589890976194,19.974554707379134,130.0,243318
2017-02-16,19.00417010170303,19.999999999999996,255.0,258874
2017-02-17,18.746471336286298,19.961977186311785,245.2,241972
2017-02-18,18.623746766436604,19.959677419354836,286.0,206514
2017-02-19,18.515668081286602,19.960474308300395,125.0,189192
2017-02-20,18.991105060839978,19.999999999999996,246.2,170495
2017-02-21,19.02354480315975,19.986541049798113,115.0,199859
2017-02-22,18.997319233949188,19.999999999999996,246.7,216832
2017-02-23,18.847249467508256,19.97354497354497,106.23,229530
2017-02-24,18.61048193864455,19.95798319327731,100.0,235629
2017-02-25,18.457368057239876,19.953051643192488,221.69,239532
2017-02-26,18.56133527284534,19.958847736625515,111.0,212155
2017-02-27,18.889484972874016,19.972067039106143,100.0,207095
2017-02-28,18.972181159799213,19.999999999999996,103.98,224691
2017-03-01,18.928896714002313,19.999999999999996,300.0,238094
2017-03-02,18.889754494738163,19.974226804123713,300.0,261198
2017-03-03,18.75655474088223,19.959677419354836,300.0,269775
2017-03-04,18.648812484962054,19.95798319327731,350.0,264185
2017-03-05,18.691042808228573,19.961977186311785,130.0,216689
2017-03-06,18.971738226549196,19.978401727861772,222.22,211698
2017-03-07,19.000564178115294,19.999999999999996,255.0,232295
2017-03-08,18.94053184762033,19.98820754716981,322.22,239915
2017-03-09,18.901158911537788,19.9748743718593,200.0,251921
2017-03-10,18.793858980713004,19.963369963369964,222.5,260906
2017-03-11,18.617915135505932,19.95614035087719,254.0,261416
2017-03-12,18.650986070313206,19.957487009919696,230.0,217262
2017-03-13,18.817772527669845,19.965870307167236,336.3,223458
2017-03-14,20.13070079795362,20.0,413.38,61809
2017-03-15,18.51015377927058,19.966996699669966,72.38,201485
2017-03-16,18.414084711446034,19.961977186311785,200.0,219321
2017-03-17,18.297154038764415,19.95798319327731,100.0,213525
2017-03-18,18.44508180862241,19.953051643192488,200.0,237397
2017-03-19,18.55376575801332,19.961240310077525,160.0,196011
2017-03-20,18.853543729199277,19.97950819672131,337.84,190017
2017-03-21,18.935186006060526,19.992019154030324,250.0,208023
2017-03-22,18.973062361712863,19.98106060606061,150.0,239075
2017-03-23,18.980433719447035,19.98031496062992,133.33,239457
2017-03-24,18.718159110645157,19.96527777777778,425.47,231184
2017-03-25,18.487563314164348,19.95192307692308,108.0,224626
2017-03-26,18.523182387013357,19.959677419354836,200.0,199530
2017-03-27,18.954645193042484,19.980970504281636,100.0,192903
2017-03-28,19.03443112638806,19.99445368829728,122.0,229458
2017-03-29,19.00825221276502,19.986449864498645,127.2,229326
2017-03-30,18.91077560722287,19.97896950578339,185.0,243850
2017-03-31,18.739986865033405,19.965870307167236,100.0,255050
2017-04-01,18.63993489084474,19.95798319327731,232.69,231044
2017-04-02,18.58669090255723,19.958847736625515,108.0,203931
2017-04-03,18.88843207892182,19.97950819672131,144.0,202789
