date,mean_percent,median_percent,max_amount,count
2020-01-01,18.650321081976486,20.0,450.0,106901
2020-01-02,18.255798761208954,19.999999999999996,333.5,103027
2020-01-03,18.250323120945485,19.999999999999996,100.0,122684
2020-01-04,18.33974061431787,20.0,150.0,124273
2020-01-05,18.252352476445157,19.999999999999996,142.0,113532
2020-01-06,18.226117810339375,19.993932038834956,156.0,126022
2020-01-07,18.33312073450219,19.999999999999996,220.0,145477
2020-01-08,18.344373385438175,19.999999999999996,309.73,158416
2020-01-09,18.35516787196572,19.999999999999996,222.0,171044
2020-01-10,18.192121621396304,19.999999999999996,240.0,166988
2020-01-11,18.20929136165603,19.999999999999996,300.88,156990
2020-01-12,18.279745953146232,19.999999999999996,199.93,134852
2020-01-13,18.337121094265456,19.999999999999996,178.8,153441
2020-01-14,18.445084404009783,20.0,111.0,163332
2020-01-15,18.35022618093807,19.999999999999996,91.0,161323
2020-01-16,18.278460096452466,19.999999999999996,100.0,180317
2020-01-17,18.251647394347632,19.999999999999996,333.33,179396
2020-01-18,18.45612912062682,20.0,202.0,132288
2020-01-19,18.335898638200803,20.0,88.8,123008
2020-01-20,18.461401435146627,19.999999999999996,150.0,116147
2020-01-21,18.373780338396895,19.999999999999996,139.75,159222
2020-01-22,18.471369294085342,19.999999999999996,1100.0,166812
2020-01-23,18.38220878887242,19.999999999999996,94.0,174377
2020-01-24,18.214469324181113,19.999999999999996,137.15,171900
2020-01-25,18.28404747457833,20.0,220.0,160388
2020-01-26,18.158528955262067,19.999999999999996,335.54,135919
2020-01-27,18.276647946839926,19.999999999999996,140.38,139902
2020-01-28,18.448534822895077,19.999999999999996,433.37,162082
2020-01-29,18.447920845413353,19.999999999999996,480.0,172541
2020-01-30,18.350988591402142,19.999999999999996,200.0,185249
2020-01-31,18.163315328712542,19.999999999999996,500.0,176276
2020-02-01,18.165849801665647,19.999999999999996,202.0,154314
2020-02-02,18.035946233821235,19.999999999999996,100.0,142358
2020-02-03,18.299397508994865,19.999999999999996,224.77,142684
2020-02-04,18.416486773627692,20.0,166.0,163021
2020-02-05,18.39612004536633,19.999999999999996,155.55,176691
2020-02-06,18.297534707385715,19.999999999999996,219.29,185715
2020-02-07,18.124451629038347,19.999999999999996,421.17,190677
2020-02-08,18.19849661747673,19.999999999999996,250.0,159732
2020-02-09,18.19868082456173,19.999999999999996,116.2,132488
2020-02-10,18.25789801585436,19.999999999999996,80.0,157784
2020-02-11,18.40517389350902,19.999999999999996,206.0,166863
2020-02-12,18.33762122951591,19.999999999999996,112.3,179520
2020-02-13,18.259347574031846,19.999999999999996,222.0,187736
2020-02-14,18.143744159217597,19.999999999999996,430.0,190400
2020-02-15,18.334984027158352,20.0,200.0,139034
2020-02-16,18.293791655540375,20.0,165.0,113182
2020-02-17,18.36433553390186,19.999999999999996,130.0,103789
2020-02-18,18.32643503925816,19.999999999999996,120.0,138968
2020-02-19,18.38259060506465,19.999999999999996,79.12,160352
2020-02-20,18.318510177172453,19.999999999999996,78.41,177632
2020-02-21,18.223873645594395,19.999999999999996,339.14,175062
2020-02-22,18.22265514550062,20.0,445.68,150571
2020-02-23,18.19947141187857,19.999999999999996,120.0,128194
2020-02-24,18.347278589549624,19.999999999999996,222.0,145990
2020-02-25,18.338258916387236,19.999999999999996,300.0,171844
2020-02-26,18.315622670411848,19.999999999999996,118.5,176481
2020-02-27,18.28160196602514,19.999999999999996,200.0,195062
2020-02-28,18.131350979775,19.999999999999996,549.02,187329
2020-02-29,18.129221004060078,20.0,150.0,166985
2020-03-01,18.15783578911112,19.999999999999996,100.0,129627
2020-03-02,18.227115724767575,19.999999999999996,100.21,142765
